School Name,Location,Latitude,Longitude
Japanese International School,"Hanoi, Vietnam",21.0283334,105.854041
"Japanese International School, Hong Kong","Hong Kong, China",22.350627,114.1849161
Jasmine International Schools,"Istanbul, Türkiye",41.006381,28.9758715
Jawahir Al Riyadh International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Jayakarta Montessori School,"Jakarta, Indonesia",-6.1754049,106.827168
Jayshree Periwal International School,India,22.3511148,78.6677428
Jebel Ali School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Jeddah Knowledge International School,Saudi Arabia,25.6242618,42.3528328
Jeddah Knowledge School,"Jeddah, Saudi Arabia",26.2927219,50.0935638
Jeddah Prep And Grammar School,"Jeddah, Saudi Arabia",26.2927219,50.0935638
Jefferson County International Baccalaureate School,United States of America,39.7837304,-100.445882
Jerudong International School,Brunei,4.4137155,114.5653908
Jerudong International School Brunei,Brunei,4.4137155,114.5653908
Jewels International School of Kinshasa,Democratic Republic of the Congo,-2.9814344,23.8222636
Jiaxiang International High School,China,35.000074,104.999927
Jogjakarta Community School,"Yogyakarta, Indonesia",-7.9778384,110.3672257
John F. Kennedy School Berlin,"Berlin, Germany",52.5173885,13.3951309
John Talabot School,"Barcelona, Spain",41.3825802,2.177073
Johnson K-8 School of International Studies,United States of America,39.7837304,-100.445882
Josephinum Academy of the Sacred Heart,"Chicago, United States of America",41.8755616,-87.6244212
Joy El International Academy,"Beijing, China",40.190632,116.412144
Jubail International School,"Jubail, Saudi Arabia",27.0006968,49.6532161
Judy Sharp International School,"Madrid, Spain",40.416782,-3.703507
Julio Verne School,"Valencia, Spain",39.4697065,-0.3763353
Jumeira Baccalaureate School,"Dubai, United Arab Emirates",25.0742823,55.1885387
K. International School Tokyo,"Tokyo, Japan",35.6768601,139.7638947
KIBS Zurich,"Zurich, Switzerland",47.3744489,8.5410422
KIS International School,Thailand,14.8971921,100.83273
KIS International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
KIS International School In Shenzhen,"Shenzhen, China",22.5445741,114.0545429
KPIS International School,"Bangkok, Thailand",13.7524938,100.4935089
Kabojja International School,"Kampala, Uganda",0.3177137,32.5813539
Kaduna International School,"Kaduna, Nigeria",10.5182899,7.4359863
Kaduna International school,"Kaduna, Nigeria",10.5182899,7.4359863
Kaiwen Academy,"Beijing, China",40.190632,116.412144
Kaluga International School,Russia,64.6863136,97.7453061
Kampala Community International Primary School,"Kampala, Uganda",0.3177137,32.5813539
Kampala Diplomatic International School Uganda,"Kampala, Uganda",0.3177137,32.5813539
Kampala International School,"Kampala, Uganda",0.3177137,32.5813539
Kampala International School Uganda,"Kampala, Uganda",0.3177137,32.5813539
Kanagawa Prefectural Yokohama Senior High School of International Studies,Japan,36.5748441,139.2394179
Kang Chiao International School,"Taipei, Taiwan",25.0375198,121.5636796
Kang Chiao International School - Taipei Campus,Taiwan,23.9739374,120.9820179
Kansai International Academy,Japan,36.5748441,139.2394179
Kansai International Academy Kobe Campus,"Kobe, Japan",34.6932379,135.1943764
Keio Academy of New York,"New York City, United States of America",40.7127281,-74.0060152
Kellett School,"Hong Kong, China",22.350627,114.1849161
Kellett School Hong kong,China,35.000074,104.999927
Kendale Primary International School,"Rome, Italy",41.8933203,12.4829321
Kennedy School,"Hong Kong, China",22.350627,114.1849161
Kensington International School,United States of America,39.7837304,-100.445882
Kensington School Madrid,"Madrid, Spain",40.416782,-3.703507
Kent College Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Kenton College Preparatory School,"Nairobi, Kenya",-1.3026148,36.828842
Keystone Academy,"Beijing, China",40.190632,116.412144
Keystone International School,"Toronto, Canada",43.6534817,-79.3839347
Keystone International Secondary School,"Toronto, Canada",43.6534817,-79.3839347
Kgaswe International School,"Palapye, Botswana",-22.536888,27.123513
Khaled International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Khalil Gibran International Academy,United States of America,39.7837304,-100.445882
Khalil Gibran School,"Rabat, Morocco",34.0218454,-6.8408929
Kharisma Bangsa School,"Jakarta, Indonesia",-6.1754049,106.827168
Khartoum International Community School,Sudan,14.5844444,29.4917691
Khayay International School,"Yangon, Myanmar",16.7967129,96.1609916
Kiangsu & Chekiang School - International Sections,"Hong Kong, China",22.350627,114.1849161
"Kiangsu-Chekiang College, International Section",Hong Kong,22.350627,114.1849161
Kidz World Kindergarten,"Adliya, Bahrain",26.2138794,50.5861658
Kigali International Community School,"Kigali, Rwanda",-1.8859597,30.1296751
Kinabalu International School,Malaysia,4.5693754,102.2656823
Kindle Kids International School,Singapore,1.357107,103.8194992
King Abdullah Academy,"Washington DC, United States of America",38.8950368,-77.0365427
King Faisal School,"Riyadh, Saudi Arabia",23.333333,45.333333
King's College,"Murcia, Spain",37.9923795,-1.1305431
King's College Doha,Qatar,25.3336984,51.2295295
King's College International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
King's College The British School of Alicante,"Alicante / Costa Bla, Spain",,
King's College The British School of Madrid - ChamartÃ­n,"Madrid, Spain",40.416782,-3.703507
King's College The British School of Madrid - La Moraleja,"Madrid, Spain",40.416782,-3.703507
"King's College, Panama","City, Panama",30.1698381,-85.755833
King's Oak British International School,"Bucharest, Romania",44.4361414,26.1027202
King/Robinson Inter-District Magnet An International Baccalaureate STEM School,United States of America,39.7837304,-100.445882
Kings College The British School of Madrid,Spain,39.3260685,-4.8379791
Kings International School,"Kampala, Uganda",0.3177137,32.5813539
Kings Schools International,"Bratislava, Slovakia",48.1516988,17.1093063
Kings Schools International Bratislava,"Bratislava, Slovakia",48.1516988,17.1093063
Kings Tirana,"Tirana, Albania",41.3281482,19.8184435
Kings' School Al Barsha,"Dubai, United Arab Emirates",25.0742823,55.1885387
Kings' School Nad Al Sheba,"Dubai, United Arab Emirates",25.0742823,55.1885387
Kingsgate International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Kingsley International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Kingsley Montessori School,"Boston, United States of America",42.3554334,-71.060511
Kingston International Kindergarten,Hong Kong,22.350627,114.1849161
Kingston International School,"Hong Kong, China",22.350627,114.1849161
King’s College Riyadh,Saudi Arabia,25.6242618,42.3528328
Kipling School,"Cairo, Egypt",30.0443879,31.2357257
Kirwan State High School,"Kirwan, Australia",-19.3037735,146.7164446
Kit Carson International Academy,United States of America,39.7837304,-100.445882
Kivukoni School,"Kilifi, Kenya",-3.1507392,39.6750716
Knightsbridge Schools International Panama,"City, Panama",30.1698381,-85.755833
Knowledge Gate International School,"Muscat, Oman",23.6123628,58.5938134
Knowledge and Power Preparatory Academy (KAPPA) International,United States of America,39.7837304,-100.445882
Kobe Bilingual School,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Kohana International School,"Tokyo, Japan",35.6768601,139.7638947
Korea Foreign School,"Seoul, South Korea",37.5666791,126.9782914
Korea International School Pangyo Campus,"Seoul, South Korea",37.5666791,126.9782914
Korea International School-JeJu Campus,South Korea,36.638392,127.6961188
Korea Kent Foreign School,"Seoul, South Korea",37.5666791,126.9782914
Kormilda College,"Darwin, Australia",-12.46044,130.8410469
Koroboro International School,"Boroko, Papua New Guinea",-9.4701132,147.1992404
Kowloon Junior School,"Hong Kong, China",22.350627,114.1849161
Kristiansand International School,Norway,61.1529386,8.7876653
Kristin School,"Auckland, New Zealand",-36.852095,174.7631803
Kumon Leysin Academy of Switzerland,"Lausanne, Switzerland",46.5218269,6.6327025
Kunming International Academy,China,35.000074,104.999927
Kuwait American School,Kuwait,29.2733964,47.4979476
Kuwait Bilingual School,Kuwait,29.2733964,47.4979476
Kuwait English School,Kuwait,29.2733964,47.4979476
Kuwait International English School,Kuwait,29.2733964,47.4979476
Kuwait National English School,Kuwait,29.2733964,47.4979476
Kyiv International School,Ukraine,49.4871968,31.2718321
Kyoto International School,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
L'Ecole de Petits,"London, United Kingdom",51.5074456,-0.1277653
L'École du Juste Milieu,"Tokyo, Japan",35.6768601,139.7638947
LEAF Academy,"Bratislava, Slovakia",48.1516988,17.1093063
LEH International School Foshan,"Guangzhou, China",23.1301964,113.2592945
LWIS Istanbul International School,"Istanbul, Türkiye",41.006381,28.9758715
LWIS Keserwan-Adma International School,Lebanon,33.8750629,35.843409
LWIS-CiS CITY INTERNATIONAL SCHOOL,Lebanon,33.8750629,35.843409
La Citadelle International Academy of Arts and Science,Canada,61.0666922,-107.991707
La Condamine Liceo Franco-Ecuatoriano,"Quito, Ecuador",-0.2201641,-78.5123274
La Côte International School,Switzerland,46.7985624,8.2319736
La Côte International School Aubonne,"Lausanne, Switzerland",46.5218269,6.6327025
La Escuela de Lancaster,"City, Mexico",19.4326296,-99.1331785
La Garenne International School,"Lausanne, Switzerland",46.5218269,6.6327025
La Petite Ecole Bilingue - Stewart International School,"Paris, France",48.8588897,2.320041
La Scuola International School,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
La Scuola d'Italia,"New York City, United States of America",40.7127281,-74.0060152
La Tour Paris - Anglophone Section,"Paris, France",48.8588897,2.320041
Lagos Preparatory and Secondary School,"Lagos, Nigeria",6.4550575,3.3941795
Lahore Grammar School International,Pakistan,30.3308401,71.247499
Lakeside International School,"Guanacaste, Costa Rica",10.3788441,-85.4338287
Lalaji Memorial Omega International School,India,22.3511148,78.6677428
Lancers International School,India,22.3511148,78.6677428
Lanna International School Thailand,"Chiang Mai, Thailand",18.7882778,98.9858802
Latifa School for Girls,"Dubai, United Arab Emirates",25.0742823,55.1885387
Laude Fontenebro School,"Madrid, Spain",40.416782,-3.703507
Laude Newton College,"Alicante / Costa Bla, Spain",,
Laude San Pedro International College,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
Laude The Lady Elizabeth School,"Alicante / Costa Bla, Spain",,
Lausanne Collegiate School,"Memphis, United States of America",35.1460249,-90.0517638
Le Bocage International School,Mauritius,-20.2759451,57.5703566
Le Régent International School,Switzerland,46.7985624,8.2319736
Lead-Forte Gate Schools,"Lagos, Nigeria",6.4550575,3.3941795
Learning Alliance International,Pakistan,30.3308401,71.247499
Learning Jungle School,"Phnom Penh, Cambodia",11.5730391,104.857807
Learning Skills International School,Ghana,8.0300284,-1.0800271
Leibniz Gymnasium | Dortmund International School,Germany,51.1638175,10.4478313
Leipzig International School e.V,"Leipzig, Germany",51.3406321,12.3747329
Lekki British International Schools,"Lagos, Nigeria",6.4550575,3.3941795
Lekki British School,"Lagos, Nigeria",6.4550575,3.3941795
Leman International School,"Chengdu, China",30.659867,104.063315
Lemania International School Altdorf,Switzerland,46.7985624,8.2319736
Leysin American School,Switzerland,46.7985624,8.2319736
Leysin American School in Switzerland - Boarding School,"Lausanne, Switzerland",46.5218269,6.6327025
Liberty Point International School,United States of America,39.7837304,-100.445882
Liceo Europeo,"Madrid, Spain",40.416782,-3.703507
Liceo Italiano,"Istanbul, Türkiye",41.006381,28.9758715
Liceul Teoretic Scoala Europeana Bucuresti,Romania,45.9852129,24.6859225
Life Academy International,"Manila, Philippines",14.5904492,120.9803621
"Lifeforte International High School, Ibadan","Ibadan, Nigeria",7.3786064,3.8969928
Light International School,"Nairobi, Kenya",-1.2890006,36.8172812
Lighthouse Academy,"Phuket, Thailand",7.9366015,98.3529292
Lighthouse Special Education,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
Limai Chinese American (International) School,"Beijing, China",40.190632,116.412144
Lincoln Community School,"Accra, Ghana",5.5571096,-0.2012376
Lincoln International Academy,"Santiago de Chile, Chile",-33.4377756,-70.6504502
Lincoln School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
"Lincoln School, Nepal","Kathmandu, Nepal",27.708317,85.3205817
Linz International School Auhof (LISA),Austria,47.59397,14.12456
Lipschule,"Zurich, Switzerland",47.3744489,8.5410422
Lisbon Montessori School,"Lisbon, Portugal",38.7077507,-9.1365919
Little Angels International School,"Tokyo, Japan",35.6768601,139.7638947
Liverpool Nursery,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Living School,"Paris, France",48.8534951,2.3483915
Liwa International School for Girls,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Logos International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Logos School of English Education,"Limassol, Cyprus",34.6852901,33.0332657
Lonati Anglo-American School,Italy,42.6384261,12.674297
London Academy Casablanca,"Casablanca, Morocco",33.5945144,-7.6200284
Lorna Whiston,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Lowell International Elementary School,United States of America,39.7837304,-100.445882
Lower Austrian International School,Austria,47.59397,14.12456
Loyola Jesuit College,"Abuja, Nigeria",9.0643305,7.4892974
Luanda international School,"Samba, Angola",-8.8387912,13.212125
Lund International School (LIS),Sweden,59.6749712,14.5208584
Lusaka International Community School,"Lusaka, Zambia",-15.4163395,28.2818414
LycÃ©e Franco-Britannique Ecole Internationale,Gabon,-0.8999695,11.6899699
LycÃ©e FranÃ§ais Blaise Pascal,"Abidjan, Ivory Coast",5.320357,-4.016107
Lycée Albert Camus,"Cairo, Egypt",30.0443879,31.2357257
Lycée Antoine de Saint-Exupéry,"Santiago de Chile, Chile",-33.4377756,-70.6504502
Lycée Denis Diderot,"Nairobi, Kenya",-1.3026148,36.828842
Lycée Francais Anna de Noailles,"Bucharest, Romania",44.4361414,26.1027202
Lycée Francais Charles Lepiérre Lisbonne,"Lisbon, Portugal",38.7077507,-9.1365919
Lycée Francais International Anvers,"Antwerp, Belgium",51.2211097,4.3997081
Lycée Francais International Charles de Gaulle de Pékin,"Beijing, China",40.190632,116.412144
Lycée Francais International Louis-Massignon,"Casablanca, Morocco",33.5945144,-7.6200284
Lycée Francais International Marguerite Duras,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
Lycée Francais International Porto,"Porto, Portugal",41.1502195,-8.6103497
Lycée Francais International d'Alicante Pierre Deschamps,"Alicante / Costa Bla, Spain",,
Lycée Francais International de Kyoto,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Lycée Francais International de Panama,"City, Panama",30.1698381,-85.755833
Lycée Francais International de Rangoun,"Yangon, Myanmar",16.7967129,96.1609916
Lycée Francais Jean Mermoz,"Dubai, United Arab Emirates",25.0742823,55.1885387
Lycée Francais Jean Monnet,"Brussels, Belgium",50.8465573,4.351697
Lycée Francais Louis Pasteur,"Lagos, Nigeria",6.4550575,3.3941795
Lycée Francais Louis-Pasteur,"Bogotá, Colombia",4.6533817,-74.0836331
Lycée Francais Léon L'Africain,"Casablanca, Morocco",33.5945144,-7.6200284
Lycée Francais MLF Bahrein,"Manama, Bahrain",26.2235041,50.5822436
Lycée Francais Prins Henrik Copenhague,"Copenhagen, Denmark",55.6867243,12.5700724
Lycée Francais Saint Louis Stockholm,"Stockholm, Sweden",59.3251172,18.0710935
Lycée Francais Toronto,"Toronto, Canada",43.6534817,-79.3839347
Lycée Francais Victor Hugo,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Lycée Francais Vincent Van Gogh,"Amsterdam, Netherlands",52.3730796,4.8924534
Lycée Francais Wien,"Vienna, Austria",48.2083537,16.3725042
Lycée Francais de Bakou,"Baku, Azerbaijan",40.3755885,49.8328009
Lycée Francais de Berlin,"Berlin, Germany",52.5173885,13.3951309
Lycée Francais de Chicago,"Chicago, United States of America",41.8755616,-87.6244212
Lycée Francais de Gavà Bon Soleil,"Barcelona, Spain",41.3825802,2.177073
Lycée Francais de Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Lycée Francais de Saint Domingue,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
Lycée Francais de San Francisco,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
Lycée Francais de Singapour,Singapore,1.357107,103.8194992
Lycée Francais de Séoul,"Seoul, South Korea",37.5666791,126.9782914
Lycée Francais du Caire,"Cairo, Egypt",30.0443879,31.2357257
Lycée Franco-Argentin Jean Mermoz,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Lycée Franco-Costaricien,"San Jose, Costa Rica",9.9327707,-84.0796144
Lycée Franco-Hellénique Eugene Delacroix,"Athens, Greece",37.9755648,23.7348324
Lycée Français Antoine de Saint-Exupéry de Hambourg,"Hamburg, Germany",53.550341,10.000654
Lycée Français de Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Lycée International - American Section,"Paris, France",48.8534951,2.3483915
Lycée International Xavier,"Seoul, South Korea",37.5666791,126.9782914
Lycée International de Londres Winston Churchill,"London, United Kingdom",51.5074456,-0.1277653
Lycée Jean Renoir de Munich,"Munich, Germany",48.1371079,11.5753822
Lycée Jules Verne,"Johannesburg, South Africa",-26.205,28.049722
Lycée Lyautey,"Casablanca, Morocco",33.5945144,-7.6200284
Lycée Moliére,"Madrid, Spain",40.416782,-3.703507
Lycée Moliére,"Rio de Janeiro, Brazil",-22.9110137,-43.2093727
Lycée Pasteur de Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Lycée Stendhal Milan,"Milan, Italy",45.4641943,9.1896346
Lyford Cay International School,Bahamas,24.7736546,-78.0000547
Léman International Academy,"Geneva, Switzerland",46.2017559,6.1466014
Léman International School,China,35.000074,104.999927
M-TEL International School,"Phnom Penh, Cambodia",11.5730391,104.857807
M.Ct.M.Chidambaram Chettyar International School,India,22.3511148,78.6677428
M.E.S. Indian School of Doha,"Doha, Qatar",25.2856329,51.5264162
MAHSA International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
MC School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
MEF International School Istanbul,"Istanbul, Türkiye",41.006381,28.9758715
MIRABAL INTERNATIONAL SCHOOL,Spain,39.3260685,-4.8379791
MITstem International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
MTK International School,"Baku, Azerbaijan",40.3755885,49.8328009
Maadi British International School,"Cairo, Egypt",30.0443879,31.2357257
MacKenzie Academy,"Toronto, Canada",43.6534817,-79.3839347
"Machabeng College, International School Of Lesotho","Maseru, Lesotho",-29.310054,27.478222
"Machabeng College, International School of Lesotho",Lesotho,-29.6039267,28.3350193
Macleans College,"Auckland, New Zealand",-36.852095,174.7631803
Madison International School Campus Country-Mérida,Mexico,23.6585116,-102.0077097
Magen David Academy,"City, Panama",30.1698381,-85.755833
Magic Years International School,"Bangkok, Thailand",13.7524938,100.4935089
Mahatma Gandhi International School,India,22.3511148,78.6677428
Mahindra International School,India,22.3511148,78.6677428
Mainadevi Bajaj International School,India,22.3511148,78.6677428
Makini Schools,"Nairobi, Kenya",-1.3026148,36.828842
Makuhari International School,"Tokyo, Japan",35.6768601,139.7638947
Malherbe International School,"Paris, France",48.8534951,2.3483915
Malmö International School,Sweden,59.6749712,14.5208584
Malvern College Chengdu,"Chengdu, China",30.659867,104.063315
Malvern College Egypt,"Cairo, Egypt",30.0443879,31.2357257
Malvern College Hong Kong,"New Territories, Hong Kong",22.4300716,114.0724197
Malvern Primary School,"Victoria, Australia",-36.5986096,144.6780052
Mammolina Montessori International School,"Valencia, Spain",39.4697065,-0.3763353
Manarat Al Riyadh International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Manarat School-Kuwait,"Salmiya, Kuwait",29.3328242,48.0684884
Manchester International School,"Cairo, Egypt",30.0443879,31.2357257
Mandela International Magnet School,United States of America,39.7837304,-100.445882
Manila Xiamen International School,China,35.000074,104.999927
Maple Bear Canadian School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Maple Leaf International School,"Dalian, China",39.740278,122.255833
Maplewood International School,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Maputo International School,"Maputo, Mozambique",-25.966213,32.56745
Marefat International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Maria International School of Bucharest,"Bucharest, Romania",44.4361414,26.1027202
Marian Baker School,"San Jose, Costa Rica",9.9327707,-84.0796144
Marina International School,"Banjul, Gambia",13.45535,-16.575646
Marist Brothers International School,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Marist College Canberra,"Canberra, Australia",-35.2975906,149.1012676
Mark Twain International School,"Bucharest, Romania",44.4361414,26.1027202
Markham College,"Lima, Peru",-12.0459808,-77.0305912
Marlborough College,"Johor, Malaysia",2.0228821,103.3114564
Maryknoll School,"Honolulu, United States of America",21.304547,-157.855676
Marymount Academy International,Canada,61.0666922,-107.991707
Marymount International School London,United Kingdom,54.7023545,-3.2765753
Marymount International School Paris,"Paris, France",48.8588897,2.320041
Marymount School,"Lagos, Nigeria",6.4550575,3.3941795
Marymount School MedellÃ­n,"MedellÃ­n, Colombia",,
Mashrek International School,Jordan,31.1667049,36.941628
Matija Gubec International School,Croatia,45.3658443,15.6575209
Matrix International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Maui Preparatory Academy,"Maui, United States of America",20.8029568,-156.3106833
Mawar Sharon Christian School,"Surabaya, Indonesia",-7.2462836,112.7377674
Maxwell School,"Madrid, Spain",40.416782,-3.703507
Mayatan Bilingual School,"CopÃ¡n, Honduras",,
Mayflower Christian Academy,"Vienna, Austria",48.2083537,16.3725042
Mazapan School,"La Ceiba, Honduras",15.7833743,-86.7917749
McDonald International Academy,"Toronto, Canada",43.6534817,-79.3839347
McKinnon Secondary College,"McKinnon, Australia",-37.9114854,145.0380898
Meadow Hall,"Lagos, Nigeria",6.4550575,3.3941795
Meadow Hall School,"Lagos, Nigeria",6.4550575,3.3941795
Meadowridge School,"British Columbia, Canada",55.001251,-125.002441
Medan Independent School,Indonesia,-2.4833826,117.8902853
Meisha Academy by Haileybury,"Guangzhou, China",23.1301964,113.2592945
Memorial International School of Tirana,"Tirana, Albania",41.3281482,19.8184435
Menese International School,"Cairo, Egypt",30.0443879,31.2357257
Menlo School,"Palo Alto, United States of America",37.4443293,-122.1598465
Mentari Intercultural School Jakarta,"Jakarta, Indonesia",-6.1754049,106.827168
Mentone Girls' Grammar School,"Mentone, Australia",-37.9827733,145.065798
Meridian International School,"Prague, Czech Republic",50.0874654,14.4212535
Merlion School,"Surabaya, Indonesia",-7.2462836,112.7377674
"Methodist Ladies' College, Western Australia","Claremont, Australia",-31.980291,115.7839988
Metropolitan Preparatory Academy,"Toronto, Canada",43.6534817,-79.3839347
Metropolitan School Frankfurt,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Metropolitan School of Panama,"City, Panama",30.1698381,-85.755833
Mexico City Christian Academy,"City, Mexico",19.4326296,-99.1331785
Michelangelo International Elementary School,Canada,61.0666922,-107.991707
Mid-Pacific Institute,"Honolulu, United States of America",21.304547,-157.855676
Middleton International School,Singapore,1.357107,103.8194992
Midland International Elementary School,United States of America,39.7837304,-100.445882
Millennia World School,"Jakarta, Indonesia",-6.1754049,106.827168
Millennium Global School,"Nairobi, Kenya",-1.2890006,36.8172812
Milton Hershey School,"Harrisburg, United States of America",40.2663107,-76.8861122
Miras International School Almaty,"Almaty, Kazakhstan",43.2363924,76.9457275
Miras International School Nur-Sultan,"Nur-Sultan, Kazakhstan",51.1282205,71.4306682
"Miras International School, Nur-Sultan",Kazakhstan,48.1012954,66.7780818
Missoula International School,United States of America,39.7837304,-100.445882
Modern American School,"City, Mexico",19.4326296,-99.1331785
Modern English School Cairo,"Cairo, Egypt",30.0443879,31.2357257
Modern International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
Modern Montessori School,"Amman, Jordan",31.9515694,35.9239625
Mody International School,India,22.3511148,78.6677428
Mombasa Academy,"Mombasa, Kenya",-4.05052,39.667169
Monnet International School,"Warsaw, Poland",52.2333742,21.0711489
Mont'Kiara International School,Malaysia,4.5693754,102.2656823
Montessori Bilingual School La Cambre,"Brussels, Belgium",50.8465573,4.351697
Montessori Bilingual School of Milan,"Milan, Italy",45.4641943,9.1896346
Montessori British School,"Bogotá, Colombia",4.6533817,-74.0836331
Montessori House Phuket International School,"Phuket, Thailand",7.9366015,98.3529292
Montessori International College,Australia,-24.7761086,134.755
Montessori International College,Peru,-6.8699697,-75.0458515
Montgomery International School,"Brussels, Belgium",50.8465573,4.351697
Montreux International School,"Lausanne, Switzerland",46.5218269,6.6327025
Mooltripakdee International School,"Pattaya, Thailand",12.9366924,100.8865002
Morning Star International School,"Hanoi, Vietnam",21.0283334,105.854041
Morogoro International School,"Morogoro, Tanzania",-7.0842931,37.4232686
Morrison Academy,Taiwan,23.9739374,120.9820179
Moscow Economic School,"Moscow, Russia",55.625578,37.6063916
Mount Kelly School Hong Kong,"Hong Kong, China",22.350627,114.1849161
Mount Litera School International,India,22.3511148,78.6677428
Mount Saint Agnes Academy,"Hamilton, Bermuda",32.2942679,-64.7853167
Mount Sinai International School,"Lilongwe, Malawi",-13.9875107,33.768144
Mount View Primary School,"Blantyre, Malawi",-15.7862543,35.0035694
Mountain Creek State High School,"Mountain Creek, Australia",-26.6998495,153.1013488
Mt. Zaagkam School,Indonesia,-2.4833826,117.8902853
Mulgrave School,"Vancouver, Canada",49.2608724,-123.113952
Mulgrave The International School of Vancouver,Canada,61.0666922,-107.991707
Multinational School Bahrain,"Manama, Bahrain",26.2235041,50.5822436
Multiple Intelligence IS Foundation Inc.,"Quezon City, Philippines",14.6510546,121.0486254
Multiple Intelligence International School,"Manila, Philippines",14.5904492,120.9803621
Multischool International School,"Warsaw, Poland",52.2319581,21.0067249
Munich International School,"Munich, Germany",48.1371079,11.5753822
Muntori Bilingual School,"Alicante / Costa Bla, Spain",,
My Little School International,"Riyadh, Saudi Arabia",23.333333,45.333333
MySchool Oman,"Muscat, Oman",23.6123628,58.5938134
Myanmar International School,"Yangon, Myanmar",16.7967129,96.1609916
Myanmar International School Yangon,"Yangon, Myanmar",16.7967129,96.1609916
Myschool -  Mallorca International School,"Mallorca, Spain",39.613432,2.8829185
NCBIS - New Cairo British International School,"Cairo, Egypt",30.0443879,31.2357257
NES International School Dombivli,India,22.3511148,78.6677428
NES International School Mumbai,India,22.3511148,78.6677428
NIST International School,"Bangkok, Thailand",13.7524938,100.4935089
NIVA American International School,"Bangkok, Thailand",13.7524938,100.4935089
NOIC ACADEMY,"Toronto, Canada",43.6534817,-79.3839347
NOVA International Schools,North Macedonia,41.6171214,21.7168387
NPS International School,Singapore,1.357107,103.8194992
Nada International School,"Al-Ahsa, Saudi Arabia",23.3036077,50.1258804
Nadeen School,"Manama, Bahrain",26.2235041,50.5822436
Nagoya International Junior and Senior High School,Japan,36.5748441,139.2394179
Nagoya International School,Japan,36.5748441,139.2394179
Nahar International School,India,22.3511148,78.6677428
Nahda Academy,Saudi Arabia,25.6242618,42.3528328
Nairobi International School,"Nairobi, Kenya",-1.3026148,36.828842
Nairobi Jaffery Academy,"Nairobi, Kenya",-1.3026148,36.828842
Nairobi Waldorf School,"Nairobi, Kenya",-1.3026148,36.828842
Nanchang International School,China,35.000074,104.999927
Nanjing International School,China,35.000074,104.999927
Nansha College Preparatory Academy,China,35.000074,104.999927
Nantong Stalford International School,China,35.000074,104.999927
Narmer American College,"Cairo, Egypt",30.0443879,31.2357257
Naseem International School,"Manama, Bahrain",26.2235041,50.5822436
National High Jakarta School,"Jakarta, Indonesia",-6.1754049,106.827168
"Navrachana International School,Vadodara",India,22.3511148,78.6677428
Nazarbayev Intellectual School for Chemistry and Biology in Shymkent,"Shymkent, Kazakhstan",42.2944108,69.6380923
Nazarbayev Intellectual School in Nur-Sultan,"Nur-Sultan / Astana, Kazakhstan",51.1316149,71.4321037
Nazarbayev Intellectual School of Chemistry and Biology in Aktau,"Aktau, Kazakhstan",43.6353364,51.168222
Nazarbayev Intellectual School of Chemistry and Biology in Karaganda,"KARAGANDA, Kazakhstan",49.1767322,74.1811272
Nazarbayev Intellectual School of Chemistry and Biology in Petropavlovsk,"Petropavlovsk, Kazakhstan",54.8668104,69.1334984
